dateTime,open,high,low,close,volume
2024-01-22 12:00:00,2381.35000000,2390.88000000,2376.46000000,2381.34000000,18283.24270000
2024-01-22 13:00:00,2381.34000000,2383.68000000,2367.65000000,2377.35000000,19118.19550000
2024-01-22 14:00:00,2377.36000000,2404.97000000,2376.90000000,2387.85000000,21580.55160000
2024-01-22 15:00:00,2387.85000000,2391.17000000,2356.00000000,2370.57000000,29415.66730000
2024-01-22 16:00:00,2370.56000000,2384.97000000,2353.61000000,2379.61000000,30455.35630000
2024-01-22 17:00:00,2379.60000000,2385.08000000,2362.50000000,2366.04000000,17688.48860000
2024-01-22 18:00:00,2366.04000000,2381.98000000,2358.35000000,2376.60000000,16406.60760000
2024-01-22 19:00:00,2376.59000000,2381.62000000,2352.25000000,2366.81000000,21601.73770000
2024-01-22 20:00:00,2366.80000000,2377.50000000,2305.27000000,2321.87000000,54718.19760000
2024-01-22 21:00:00,2321.88000000,2351.53000000,2319.20000000,2340.49000000,28187.98360000
2024-01-22 22:00:00,2340.48000000,2340.49000000,2323.65000000,2327.41000000,12407.46830000
2024-01-22 23:00:00,2327.41000000,2335.48000000,2303.59000000,2320.62000000,18572.81380000
2024-01-23 00:00:00,2320.61000000,2327.33000000,2308.53000000,2314.20000000,22097.80050000
2024-01-23 01:00:00,2314.19000000,2330.45000000,2312.67000000,2326.36000000,19206.89340000
2024-01-23 02:00:00,2326.35000000,2336.00000000,2324.03000000,2334.30000000,11234.13600000
2024-01-23 03:00:00,2334.31000000,2339.58000000,2329.29000000,2339.38000000,11835.42170000
2024-01-23 04:00:00,2339.37000000,2342.95000000,2337.65000000,2339.16000000,8356.92270000
2024-01-23 05:00:00,2339.16000000,2352.23000000,2339.16000000,2344.47000000,15770.30900000
2024-01-23 06:00:00,2344.47000000,2350.55000000,2343.70000000,2348.21000000,16083.25940000
2024-01-23 07:00:00,2348.22000000,2350.70000000,2343.17000000,2345.75000000,6316.79450000
2024-01-23 08:00:00,2345.75000000,2347.33000000,2316.12000000,2323.49000000,25931.66810000
2024-01-23 09:00:00,2323.49000000,2326.83000000,2286.15000000,2294.06000000,36453.59060000
2024-01-23 10:00:00,2294.06000000,2297.22000000,2213.18000000,2216.10000000,96431.75090000
2024-01-23 11:00:00,2216.11000000,2240.88000000,2214.52000000,2223.35000000,37554.46490000
2024-01-23 12:00:00,2223.35000000,2234.36000000,2203.11000000,2218.14000000,37279.72920000
2024-01-23 13:00:00,2218.14000000,2227.06000000,2201.00000000,2224.84000000,43105.67960000
2024-01-23 14:00:00,2224.83000000,2225.42000000,2200.00000000,2200.28000000,21356.18330000
2024-01-23 15:00:00,2200.28000000,2200.28000000,2168.07000000,2195.26000000,74326.23850000
2024-01-23 16:00:00,2195.26000000,2232.98000000,2195.05000000,2219.39000000,48001.18600000
2024-01-23 17:00:00,2219.39000000,2220.73000000,2191.80000000,2216.59000000,30303.16610000
2024-01-23 18:00:00,2216.59000000,2232.01000000,2205.93000000,2208.30000000,36531.41360000
2024-01-23 19:00:00,2208.30000000,2225.08000000,2189.40000000,2189.74000000,23908.80100000
2024-01-23 20:00:00,2189.74000000,2196.85000000,2181.00000000,2185.70000000,25604.65930000
2024-01-23 21:00:00,2185.69000000,2203.06000000,2183.04000000,2198.93000000,20569.74600000
2024-01-23 22:00:00,2198.93000000,2206.25000000,2189.13000000,2195.42000000,6334.80850000
