dateTime,open,high,low,close,volume
2024-01-22 12:00:00,312.80000000,314.50000000,312.50000000,313.50000000,21309.67600000
2024-01-22 13:00:00,313.40000000,313.80000000,311.80000000,313.70000000,21191.85800000
2024-01-22 14:00:00,313.70000000,315.30000000,313.40000000,314.60000000,27102.98500000
2024-01-22 15:00:00,314.60000000,314.80000000,309.40000000,310.60000000,63673.14100000
2024-01-22 16:00:00,310.70000000,311.40000000,308.40000000,311.10000000,61343.69100000
2024-01-22 17:00:00,311.20000000,311.60000000,309.90000000,310.80000000,24879.66900000
2024-01-22 18:00:00,310.70000000,312.00000000,309.90000000,311.60000000,20011.01800000
2024-01-22 19:00:00,311.60000000,312.50000000,309.30000000,310.30000000,25958.51700000
2024-01-22 20:00:00,310.30000000,311.50000000,303.60000000,306.60000000,74338.35000000
2024-01-22 21:00:00,306.60000000,309.60000000,306.30000000,308.50000000,25703.68600000
2024-01-22 22:00:00,308.50000000,308.50000000,306.50000000,307.40000000,16334.96800000
2024-01-22 23:00:00,307.40000000,308.70000000,304.80000000,306.30000000,23031.59900000
2024-01-23 00:00:00,306.30000000,306.90000000,305.20000000,305.90000000,15525.23100000
2024-01-23 01:00:00,305.90000000,307.10000000,305.20000000,306.80000000,23343.64000000
2024-01-23 02:00:00,306.80000000,308.60000000,306.60000000,308.20000000,14994.93700000
2024-01-23 03:00:00,308.10000000,309.90000000,308.10000000,309.50000000,13247.53800000
2024-01-23 04:00:00,309.60000000,311.70000000,309.00000000,310.40000000,24049.52400000
2024-01-23 05:00:00,310.30000000,311.60000000,310.10000000,310.40000000,12648.36200000
2024-01-23 06:00:00,310.40000000,311.10000000,310.00000000,310.90000000,7684.16100000
2024-01-23 07:00:00,310.90000000,311.60000000,309.80000000,309.90000000,10642.22100000
2024-01-23 08:00:00,310.00000000,310.20000000,307.10000000,308.30000000,17191.01200000
2024-01-23 09:00:00,308.40000000,309.30000000,303.80000000,305.00000000,49960.49000000
2024-01-23 10:00:00,304.90000000,305.30000000,291.70000000,296.30000000,196725.75200000
2024-01-23 11:00:00,296.30000000,299.00000000,295.40000000,295.80000000,60235.86000000
2024-01-23 12:00:00,295.70000000,297.70000000,295.10000000,295.90000000,48988.22600000
2024-01-23 13:00:00,296.00000000,298.80000000,295.10000000,297.70000000,59552.69500000
2024-01-23 14:00:00,297.80000000,297.90000000,293.50000000,293.70000000,32398.11900000
2024-01-23 15:00:00,293.80000000,296.00000000,290.30000000,295.80000000,85181.27800000
2024-01-23 16:00:00,295.70000000,297.90000000,294.60000000,296.70000000,64032.97300000
2024-01-23 17:00:00,296.80000000,297.20000000,294.70000000,296.30000000,37624.05300000
2024-01-23 18:00:00,296.30000000,298.00000000,295.80000000,296.90000000,35595.22400000
2024-01-23 19:00:00,296.90000000,298.90000000,296.30000000,296.30000000,29995.63800000
2024-01-23 20:00:00,296.30000000,297.00000000,294.30000000,294.40000000,19175.59400000
2024-01-23 21:00:00,294.30000000,295.70000000,292.90000000,295.10000000,28647.71100000
2024-01-23 22:00:00,295.10000000,296.00000000,293.20000000,294.00000000,10713.69700000
