dateTime,open,high,low,close,volume
2024-01-15 01:00:00,2472.87000000,2502.40000000,2470.92000000,2495.60000000,29818.60560000
2024-01-15 02:00:00,2495.60000000,2512.64000000,2487.43000000,2506.11000000,25428.14500000
2024-01-15 03:00:00,2506.11000000,2506.88000000,2491.96000000,2506.03000000,22457.17420000
2024-01-15 04:00:00,2506.03000000,2513.91000000,2501.71000000,2503.32000000,16428.72080000
2024-01-15 05:00:00,2503.32000000,2512.48000000,2502.97000000,2509.89000000,7359.55990000
2024-01-15 06:00:00,2509.89000000,2519.29000000,2509.82000000,2518.49000000,8938.52100000
2024-01-15 07:00:00,2518.49000000,2521.00000000,2510.85000000,2513.00000000,6786.37980000
2024-01-15 08:00:00,2513.00000000,2517.09000000,2503.46000000,2513.29000000,8547.80110000
2024-01-15 09:00:00,2513.29000000,2518.00000000,2506.88000000,2513.19000000,5526.49790000
2024-01-15 10:00:00,2513.19000000,2533.63000000,2509.87000000,2528.16000000,11665.85110000
2024-01-15 11:00:00,2528.15000000,2541.00000000,2526.05000000,2535.22000000,12068.84710000
2024-01-15 12:00:00,2535.22000000,2542.86000000,2532.00000000,2539.35000000,7799.51320000
2024-01-15 13:00:00,2539.36000000,2548.00000000,2533.00000000,2540.74000000,16750.10180000
2024-01-15 14:00:00,2540.75000000,2549.02000000,2534.52000000,2538.78000000,14493.73310000
2024-01-15 15:00:00,2538.79000000,2540.00000000,2505.80000000,2508.01000000,24680.32950000
2024-01-15 16:00:00,2508.01000000,2524.73000000,2508.00000000,2514.49000000,15199.91960000
2024-01-15 17:00:00,2514.49000000,2527.36000000,2514.05000000,2523.74000000,8851.53120000
2024-01-15 18:00:00,2523.74000000,2536.76000000,2523.72000000,2532.38000000,10112.26190000
2024-01-15 19:00:00,2532.38000000,2553.82000000,2532.38000000,2539.99000000,21248.27310000
2024-01-15 20:00:00,2539.99000000,2546.15000000,2531.00000000,2534.70000000,9218.63490000
2024-01-15 21:00:00,2534.69000000,2539.38000000,2525.11000000,2530.61000000,5800.80880000
2024-01-15 22:00:00,2530.60000000,2530.61000000,2521.33000000,2522.13000000,5092.67070000
2024-01-15 23:00:00,2522.13000000,2525.12000000,2500.33000000,2513.98000000,11667.43320000
2024-01-16 00:00:00,2513.97000000,2519.90000000,2510.88000000,2511.78000000,9306.56740000
2024-01-16 01:00:00,2511.79000000,2516.12000000,2506.08000000,2509.20000000,9356.30940000
2024-01-16 02:00:00,2509.21000000,2522.40000000,2505.00000000,2514.16000000,9840.01760000
2024-01-16 03:00:00,2514.16000000,2528.86000000,2512.03000000,2517.50000000,8351.75380000
2024-01-16 04:00:00,2517.51000000,2538.23000000,2516.40000000,2537.60000000,10801.85100000
2024-01-16 05:00:00,2537.60000000,2539.36000000,2528.00000000,2530.50000000,8642.07540000
2024-01-16 06:00:00,2530.49000000,2542.14000000,2528.00000000,2531.04000000,8403.24660000
2024-01-16 07:00:00,2531.03000000,2536.84000000,2525.43000000,2534.89000000,9400.45150000
2024-01-16 08:00:00,2534.88000000,2536.89000000,2522.30000000,2528.26000000,9364.58530000
2024-01-16 09:00:00,2528.25000000,2547.18000000,2523.60000000,2544.02000000,14482.22880000
2024-01-16 10:00:00,2544.02000000,2549.38000000,2538.50000000,2542.86000000,18841.60760000
2024-01-16 11:00:00,2542.86000000,2544.12000000,2529.69000000,2533.92000000,8579.89030000
